Date,Ticker,Weight
2023-05-31,CASH,0.0012853470437017994
2023-05-31,XT,0.0012853470437017994
2023-05-31,ALGN,0.0012853470437017994
2023-05-31,CVLT,0.0012853470437017994
2023-05-31,PLTR,0.0012853470437017994
2023-05-31,VGLT,0.0012853470437017994
2023-05-31,AVGO,0.0012853470437017994
2023-05-31,HURN,0.0012853470437017994
2023-05-31,FWONK,0.0012853470437017994
2023-05-31,SMTC,0.0012853470437017994
2023-05-31,VMBS,0.0012853470437017994
2023-05-31,SBUX,0.0012853470437017994
2023-05-31,AMD,0.0012853470437017994
2023-05-31,ASTS,0.0012853470437017994
2023-05-31,XMTR,0.0012853470437017994
2023-05-31,GNOM,0.0012853470437017994
2023-05-31,ANIP,0.0012853470437017994
2023-05-31,IDCC,0.0012853470437017994
2023-05-31,NTRA,0.0012853470437017994
2023-05-31,VOTE,0.0012853470437017994
2023-05-31,JAZZ,0.0012853470437017994
2023-05-31,PCAR,0.0012853470437017994
2023-05-31,DOX,0.0012853470437017994
2023-05-31,ITRI,0.0012853470437017994
2023-05-31,JSMD,0.0012853470437017994
2023-05-31,CIGI,0.0012853470437017994
2023-05-31,MANH,0.0012853470437017994
2023-05-31,WSFS,0.0012853470437017994
2023-05-31,DXCM,0.0012853470437017994
2023-05-31,CHDN,0.0012853470437017994
2023-05-31,PRN,0.0012853470437017994
2023-05-31,GILD,0.0012853470437017994
2023-05-31,DRUG,0.0012853470437017994
2023-05-31,REGN,0.0012853470437017994
2023-05-31,DWAS,0.0012853470437017994
2023-05-31,ICLR,0.0012853470437017994
2023-05-31,DJCO,0.0012853470437017994
2023-05-31,VYMI,0.0012853470437017994
2023-05-31,STX,0.0012853470437017994
2023-05-31,HIFS,0.0012853470437017994
2023-05-31,BRNY,0.0012853470437017994
2023-05-31,IEF,0.0012853470437017994
2023-05-31,TER,0.0012853470437017994
2023-05-31,CRVL,0.0012853470437017994
2023-05-31,FOX,0.0012853470437017994
2023-05-31,RFDI,0.0012853470437017994
2023-05-31,LSTR,0.0012853470437017994
2023-05-31,ITIC,0.0012853470437017994
2023-05-31,PATK,0.0012853470437017994
2023-05-31,UEVM,0.0012853470437017994
